"police_call_crime","police_call_address_display","police_call_city","police_call_agency","police_call_date","police_call_time_display"
"Larceny","100 block Fellows Av","Syracuse","Syracuse","4/13/2017","9:00 a.m.-4:25 p.m."
"Robbery","600 block W  Onondaga St","Syracuse","Syracuse","4/13/2017","11:29 p.m."
"Vehicle theft","600 block Catherine St","Syracuse","Syracuse","4/13/2017","12:17 a.m."
"Vehicle theft","700 block Lodi St","Syracuse","Syracuse","4/13/2017","10:10 p.m."
"Aggravated assault","800 block W  Lafayette Av","Syracuse","Syracuse","4/12/2017","10:51 p.m."
"Burglary","700 block First North St","Syracuse","Syracuse","4/12/2017","2:52 p.m."
"Larceny","1700 block Valley Dr","Syracuse","Syracuse","4/12/2017","10:00 p.m.-6:00 a.m."
"Larceny","1700 block Butternut St","Syracuse","Syracuse","4/12/2017","2:29 p.m."
"Larceny","1100 block W  Onondaga St","Syracuse","Syracuse","4/12/2017","7:00 p.m.-3:45 p.m."
"Larceny","100 block Henry St","Syracuse","Syracuse","4/12/2017","11:05 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/12/2017","5:41 p.m."
"Larceny","500 block Clarendon St","Syracuse","Syracuse","4/12/2017","10:00 p.m.-6:30 a.m."
"Aggravated assault","200 block Towers Ln","Syracuse","Syracuse","4/11/2017","4:56 p.m."
"Aggravated assault","300 block Highland St","Syracuse","Syracuse","4/11/2017","11:32 p.m."
"Burglary","100 block W  Pleasant Av","Syracuse","Syracuse","4/11/2017","9:00 a.m.-10:30 a.m."
"Larceny","500 block S  Franklin St","Syracuse","Syracuse","4/11/2017","1:09 a.m."
"Larceny","1500 block E  Fayette St","Syracuse","Syracuse","4/11/2017","9:00 a.m.-9:05 a.m."
"Larceny","400 block James St","Syracuse","Syracuse","4/11/2017","2:49 p.m."
"Larceny","100 block John St","Syracuse","Syracuse","4/11/2017","3:46 p.m."
"Larceny","200 block Brooklea Pl","Syracuse","Syracuse","4/11/2017","5:46 p.m."
"Larceny","3000 block E  Erie Blvd","Syracuse","Syracuse","4/11/2017","6:10 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/11/2017","6:22 p.m."
"Larceny","100 block E  Beard Av","Syracuse","Syracuse","4/11/2017","12:30 p.m."
"Robbery","400 block Shonnard St","Syracuse","Syracuse","4/11/2017","12:59 a.m."
"Robbery","1600 block E  Genesee St","Syracuse","Syracuse","4/11/2017","1:30 p.m."
"Vehicle theft","1500 block N  Salina St","Syracuse","Syracuse","4/11/2017","10:11 a.m."
"Aggravated assault","700 block S  Salina St","Syracuse","Syracuse","4/10/2017","11:31 a.m."
"Aggravated assault","100 block Hudson St","Syracuse","Syracuse","4/10/2017","7:51 p.m."
"Larceny","400 block Emerson Av","Syracuse","Syracuse","4/10/2017","12:12 a.m."
"Larceny","4100 block S  Salina St","Syracuse","Syracuse","4/10/2017","1:42 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/10/2017","2:09 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/10/2017","2:30 p.m.-3:00 p.m."
"Robbery","700 block James St","Syracuse","Syracuse","4/10/2017","1:00 a.m.-6:40 a.m."
"Robbery","2400 block Lodi St","Syracuse","Syracuse","4/10/2017","10:23 p.m."
"Vehicle theft","100 block Sedgwick Rd","Syracuse","Syracuse","4/10/2017","4:00 a.m."
"Aggravated assault","200 block Kirk Av","Syracuse","Syracuse","4/9/2017","5:45 a.m.-5:56 a.m."
"Aggravated assault","100 block Spring St","Syracuse","Syracuse","4/9/2017","5:00 a.m."
"Aggravated assault","500 block Comstock Av","Syracuse","Syracuse","4/9/2017","7:32 p.m."
"Aggravated assault","2400 block S  Salina St","Syracuse","Syracuse","4/9/2017","7:45 p.m."
"Burglary","300 block Elm St","Syracuse","Syracuse","4/9/2017","7:45 a.m."
"Larceny","400 block Erie Blvd E","Syracuse","Syracuse","4/9/2017","6:35 p.m."
"Larceny","1000 block S  Townsend St","Syracuse","Syracuse","4/9/2017","2:20 a.m.-2:43 a.m."
"Larceny","100 block Hatherly Rd","Syracuse","Syracuse","4/9/2017","6:45 a.m.-7:00 a.m."
"Larceny","500 block W  Onondaga St","Syracuse","Syracuse","4/9/2017","3:48 p.m."
"Larceny","500 block Delaware St","Syracuse","Syracuse","4/9/2017","8:24 p.m."
"Larceny","2500 block Erie Blvd E","Syracuse","Syracuse","4/9/2017","3:20 p.m."
"Larceny","0 block Robincroft Rd","Syracuse","Syracuse","4/9/2017","9:45 p.m.-8:45 a.m."
"Larceny","700 block Livingston Av","Syracuse","Syracuse","4/9/2017","1:20 p.m."
"Larceny","2800 block E  Genesee St","Syracuse","Syracuse","4/9/2017","1:00 a.m.-11:00 a.m."
"Larceny","200 block W  Willow St","Syracuse","Syracuse","4/9/2017","2:30 a.m.-2:30 p.m."
"Larceny","100 block Walton St","Syracuse","Syracuse","4/9/2017","4:00 p.m.-10:15 a.m."
"Larceny","800 block N  Mcbride St","Syracuse","Syracuse","4/9/2017","5:45 p.m.-11:00 p.m."
"Robbery","700 block Park St","Syracuse","Syracuse","4/9/2017","7:40 a.m."
"Vehicle theft","100 block Holden St","Syracuse","Syracuse","4/9/2017","11:04 a.m."
"Aggravated assault","200 block W  Colvin St","Syracuse","Syracuse","4/8/2017","10:12 p.m."
"Burglary","500 block Carbon St","Syracuse","Syracuse","4/8/2017","7:00 a.m.-4:00 a.m."
"Burglary","700 block Hawley Av","Syracuse","Syracuse","4/8/2017","4:55 p.m."
"Larceny","700 block First North St","Syracuse","Syracuse","4/8/2017","3:33 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/8/2017","4:28 p.m."
"Larceny","500 block Butternut St","Syracuse","Syracuse","4/8/2017","9:26 p.m."
"Larceny","100 block Marshall St","Syracuse","Syracuse","4/8/2017","8:00 p.m.-9:00 p.m."
"Larceny","1000 block Butternut St","Syracuse","Syracuse","4/8/2017","7:20 a.m."
"Larceny","9500 block Destiny Usa Dr","Syracuse","Syracuse","4/8/2017","10:00 a.m."
"Larceny","200 block Wolf St","Syracuse","Syracuse","4/8/2017","9:16 p.m.-12:15 a.m."
"Larceny","100 block Beattie St","Syracuse","Syracuse","4/8/2017","1:00 a.m.-6:30 a.m."
"Larceny","300 block Griffiths St","Syracuse","Syracuse","4/8/2017","2:00 p.m.-4:00 p.m."
"Aggravated assault","0 block Bradford Ct","Syracuse","Syracuse","4/7/2017","4:46 a.m."
"Aggravated assault","100 block Coolidge Av","Syracuse","Syracuse","4/7/2017","12:30 p.m.-1:26 p.m."
"Burglary","700 block Hawley Av","Syracuse","Syracuse","4/7/2017","8:45 a.m.-8:50 a.m."
"Burglary","300 block W  Lafayette Av","Syracuse","Syracuse","4/7/2017","4:30 p.m.-9:00 a.m."
"Burglary","1000 block Willis Av","Syracuse","Syracuse","4/7/2017","8:15 a.m.-2:00 p.m."
"Larceny","600 block Seymour St","Syracuse","Syracuse","4/7/2017","8:30 p.m.-8:36 a.m."
"Larceny","400 block Arthur St","Syracuse","Syracuse","4/7/2017","10:22 p.m."
"Larceny","1600 block James St","Syracuse","Syracuse","4/7/2017","1:45 p.m.-3:30 p.m."
"Larceny","2600 block Erie Blvd E","Syracuse","Syracuse","4/7/2017","10:55 a.m.-8:00 p.m."
"Larceny","200 block Ostrom Av","Syracuse","Syracuse","4/7/2017","1:15 p.m."
"Larceny","200 block Marguerite Av","Syracuse","Syracuse","4/7/2017","6:00 a.m.-10:30 a.m."
"Larceny","300 block Oswego St","Syracuse","Syracuse","4/7/2017","8:00 a.m.-3:10 p.m."
"Robbery","100 block Fernwood Av","Syracuse","Syracuse","4/7/2017","2:08 a.m."
"Vehicle theft","100 block Peck Av","Syracuse","Syracuse","4/7/2017","2:45 a.m."
"Aggravated assault","600 block Pond St","Syracuse","Syracuse","4/6/2017","8:00 a.m.-8:15 a.m."
"Burglary","700 block James St","Syracuse","Syracuse","4/6/2017","8:43 p.m."
"Larceny","100 block Smith Ln","Syracuse","Syracuse","4/6/2017","12:46 a.m."
"Larceny","300 block Prospect Av","Syracuse","Syracuse","4/6/2017","7:48 a.m.-8:20 a.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/6/2017","12:33 p.m."
"Larceny","700 block James St","Syracuse","Syracuse","4/6/2017","12:41 p.m."
"Larceny","100 block Herz St","Syracuse","Syracuse","4/6/2017","5:05 p.m."
"Larceny","300 block Stafford Av","Syracuse","Syracuse","4/6/2017","12:00 p.m."
"Larceny","800 block N  Salina St","Syracuse","Syracuse","4/6/2017","8:15 p.m.-8:05 a.m."
"Larceny","400 block Bryant Av","Syracuse","Syracuse","4/6/2017","2:25 p.m.-12:25 p.m."
"Aggravated assault","500 block Garfield Av","Syracuse","Syracuse","4/5/2017","1:06 a.m."
"Aggravated assault","600 block W  Onondaga St","Syracuse","Syracuse","4/5/2017","1:10 p.m."
"Aggravated assault","2300 block Grant Blvd","Syracuse","Syracuse","4/5/2017","3:35 p.m."
"Aggravated assault","2000 block Bellevue Av","Syracuse","Syracuse","4/5/2017","3:53 p.m.-5:53 p.m."
"Aggravated assault","100 block Amherst Av","Syracuse","Syracuse","4/5/2017","9:00 p.m.-5:53 p.m."
"Burglary","100 block Fage Av","Syracuse","Syracuse","4/5/2017","12:00 a.m.-6:00 a.m."
"Burglary","200 block Seneca St","Syracuse","Syracuse","4/5/2017","12:00 p.m.-9:00 a.m."
"Larceny","700 block James St","Syracuse","Syracuse","4/5/2017","2:00 a.m.-6:43 a.m."
"Larceny","800 block E  Willow St","Syracuse","Syracuse","4/5/2017","4:00 p.m.-9:30 a.m."
"Larceny","4700 block Onondaga Blvd","Syracuse","Syracuse","4/5/2017","6:00 a.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/5/2017","1:29 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/5/2017","3:25 p.m."
"Larceny","1400 block S  Salina St","Syracuse","Syracuse","4/5/2017","3:40 p.m.-3:50 p.m."
"Larceny","1600 block W  Fayette St","Syracuse","Syracuse","4/5/2017","12:00 a.m.-7:30 a.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/5/2017","6:16 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/5/2017","8:31 p.m."
"Aggravated assault","300 block W  Beard Av","Syracuse","Syracuse","4/4/2017","12:20 p.m."
"Aggravated assault","400 block Gifford St","Syracuse","Syracuse","4/4/2017","5:52 p.m."
"Larceny","500 block Erie Blvd W","Syracuse","Syracuse","4/4/2017","9:07 a.m."
"Larceny","200 block Herbert St","Syracuse","Syracuse","4/4/2017","7:00 a.m.-8:00 a.m."
"Larceny","600 block Robinson St","Syracuse","Syracuse","4/4/2017","3:59 p.m."
"Larceny","400 block Butternut St","Syracuse","Syracuse","4/4/2017","7:20 p.m."
"Larceny","1000 block S  Clinton St","Syracuse","Syracuse","4/4/2017","11:15 a.m.-11:35 a.m."
"Robbery","300 block Court St","Syracuse","Syracuse","4/4/2017","2:28 p.m."
"Vehicle theft","1000 block Lancaster Av","Syracuse","Syracuse","4/4/2017","12:00 a.m.-4:00 p.m."
"Vehicle theft","100 block Dudley St","Syracuse","Syracuse","4/4/2017","6:16 p.m."
"Aggravated assault","700 block James St","Syracuse","Syracuse","4/3/2017","2:25 p.m."
"Aggravated assault","100 block Dearborn Pl","Syracuse","Syracuse","4/3/2017","8:00 p.m.-8:17 p.m."
"Burglary","500 block Durston Av","Syracuse","Syracuse","4/3/2017","1:43 a.m."
"Burglary","300 block Taft Av","Syracuse","Syracuse","4/3/2017","8:45 p.m.-8:48 p.m."
"Larceny","500 block S  West St","Syracuse","Syracuse","4/3/2017","3:58 p.m."
"Larceny","100 block Lynn Cir","Syracuse","Syracuse","4/3/2017","5:33 p.m."
"Larceny","300 block Wainwright Av","Syracuse","Syracuse","4/3/2017","9:00 p.m.-6:30 a.m."
"Larceny","100 block Fordham Rd","Syracuse","Syracuse","4/3/2017","9:30 p.m.-3:45 a.m."
"Larceny","100 block Dickerson St","Syracuse","Syracuse","4/3/2017","10:00 p.m.-10:00 a.m."
"Larceny","100 block W  Jefferson St","Syracuse","Syracuse","4/3/2017","12:05 p.m.-9:05 a.m."
"Larceny","0 block Childrens Cir","Syracuse","Syracuse","4/3/2017","3:00 p.m.-4:30 p.m."
"Murder","500 block Gifford St","Syracuse","Syracuse","4/3/2017","10:40 p.m."
"Robbery","200 block S  Warren St","Syracuse","Syracuse","4/3/2017","12:19 p.m."
"Vehicle theft","1200 block James St","Syracuse","Syracuse","4/3/2017","12:30 a.m."
"Burglary","400 block Union Pl","Syracuse","Syracuse","4/2/2017","2:10 a.m."
"Burglary","3300 block Burnet Av","Syracuse","Syracuse","4/2/2017","12:00 p.m.-3:30 p.m."
"Burglary","1300 block Butternut St","Syracuse","Syracuse","4/2/2017","3:00 p.m.-4:00 p.m."
"Larceny","100 block Merriman Av","Syracuse","Syracuse","4/2/2017","10:00 a.m.-12:00 a.m."
"Larceny","300 block W  Fayette Blvd","Syracuse","Syracuse","4/2/2017","1:30 a.m.-1:50 a.m."
"Larceny","1000 block Wadsworth St","Syracuse","Syracuse","4/2/2017","8:00 p.m.-8:00 a.m."
"Larceny","400 block S  Salina St","Syracuse","Syracuse","4/2/2017","11:18 a.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/2/2017","5:28 p.m."
"Larceny","2800 block S  Salina St","Syracuse","Syracuse","4/2/2017","6:30 p.m."
"Larceny","600 block Sedgwick Dr","Syracuse","Syracuse","4/2/2017","11:16 p.m."
"Larceny","600 block N  Salina St","Syracuse","Syracuse","4/2/2017","11:32 p.m."
"Larceny","100 block Sedgewick Dr","Syracuse","Syracuse","4/2/2017","10:20 p.m."
"Larceny","500 block Court St","Syracuse","Syracuse","4/2/2017","12:00 p.m.-4:00 p.m."
"Vehicle theft","100 block Dudley St","Syracuse","Syracuse","4/2/2017","10:13 p.m."
"Burglary","1800 block W  Genesee St","Syracuse","Syracuse","4/1/2017","5:17 a.m."
"Burglary","1100 block Carbon St","Syracuse","Syracuse","4/1/2017","1:30 p.m.-3:20 p.m."
"Burglary","4400 block S  Salina St","Syracuse","Syracuse","4/1/2017","5:58 p.m."
"Burglary","600 block Atlantic Av","Syracuse","Syracuse","4/1/2017","6:10 p.m."
"Larceny","200 block Barrington Rd","Syracuse","Syracuse","4/1/2017","12:00 a.m.-6:00 a.m."
"Larceny","100 block Harwood Av","Syracuse","Syracuse","4/1/2017","1:15 a.m."
"Larceny","300 block Clairmonte Av","Syracuse","Syracuse","4/1/2017","11:00 a.m."
"Larceny","500 block Court St","Syracuse","Syracuse","4/1/2017","12:00 a.m.-2:00 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/1/2017","4:14 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","4/1/2017","4:42 p.m."
"Larceny","200 block Herbert St","Syracuse","Syracuse","4/1/2017","1:00 p.m.-5:00 p.m."
"Larceny","400 block James St","Syracuse","Syracuse","4/1/2017","7:45 p.m."
"Larceny","200 block Seventh North St","Syracuse","Syracuse","4/1/2017","11:00 p.m."
"Larceny","200 block Lockwood Rd","Syracuse","Syracuse","4/1/2017","12:00 p.m."
"Larceny","200 block Herbst St","Syracuse","Syracuse","4/1/2017","1:25 p.m.-5:00 p.m."
"Larceny","400 block Pleasantview Av","Syracuse","Syracuse","4/1/2017","6:05 a.m."
"Larceny","500 block Allen St","Syracuse","Syracuse","4/1/2017","10:00 p.m.-6:00 a.m."
"Larceny","200 block Ostrom Av","Syracuse","Syracuse","4/1/2017","2:00 a.m.-2:20 a.m."
"Larceny","300 block Marcellus St","Syracuse","Syracuse","4/1/2017","6:50 p.m."
"Robbery","1000 block Danforth St","Syracuse","Syracuse","4/1/2017","9:50 p.m."
"Vehicle theft","100 block N  Salina St","Syracuse","Syracuse","4/1/2017","1:21 p.m."
"Vehicle theft","400 block S  Salina St","Syracuse","Syracuse","4/1/2017","9:50 a.m.-2:00 p.m."
"Burglary","1600 block W  Genesee St","Syracuse","Syracuse","3/31/2017","6:00 p.m.-7:50 a.m."
"Burglary","1000 block N  Mcbride St","Syracuse","Syracuse","3/31/2017","11:55 p.m."
"Larceny","1000 block S  Clinton St","Syracuse","Syracuse","3/31/2017","3:55 a.m."
"Larceny","400 block W  Onondaga St","Syracuse","Syracuse","3/31/2017","8:29 p.m.-9:35 a.m."
"Larceny","500 block Butternut St","Syracuse","Syracuse","3/31/2017","1:20 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","3/31/2017","5:14 p.m."
"Larceny","300 block W  Newell St","Syracuse","Syracuse","3/31/2017","1:10 p.m."
"Larceny","4500 block S  Salina St","Syracuse","Syracuse","3/31/2017","7:40 p.m."
"Larceny","100 block Polk St","Syracuse","Syracuse","3/31/2017","6:00 a.m."
"Larceny","400 block Ridgewood Dr","Syracuse","Syracuse","3/31/2017","12:00 p.m.-4:25 a.m."
"Larceny","100 block W  Washington St","Syracuse","Syracuse","3/31/2017","11:00 p.m.-11:30 p.m."
"Larceny","100 block W  Kirkpatrick St","Syracuse","Syracuse","3/31/2017","4:00 p.m.-7:00 p.m."
"Larceny","100 block Eureka St","Syracuse","Syracuse","3/31/2017","9:30 p.m.-9:45 p.m."
"Aggravated assault","500 block S  Clinton St","Syracuse","Syracuse","3/30/2017","1:06 a.m."
"Aggravated assault","200 block Magnolia St","Syracuse","Syracuse","3/30/2017","1:56 p.m."
"Aggravated assault","400 block Delaware St","Syracuse","Syracuse","3/30/2017","2:45 p.m."
"Burglary","300 block Tennyson Av","Syracuse","Syracuse","3/30/2017","1:32 p.m."
"Burglary","500 block Emerson Av","Syracuse","Syracuse","3/30/2017","8:30 a.m.-3:00 p.m."
"Burglary","3700 block Midland Av","Syracuse","Syracuse","3/30/2017","5:05 p.m."
"Burglary","100 block Merriman Av","Syracuse","Syracuse","3/30/2017","6:00 p.m.-6:46 p.m."
"Larceny","700 block N  Townsend St","Syracuse","Syracuse","3/30/2017","4:55 a.m.-5:01 a.m."
"Larceny","1000 block W  Onondaga St","Syracuse","Syracuse","3/30/2017","3:03 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","3/30/2017","3:54 p.m."
"Larceny","500 block Delaware St","Syracuse","Syracuse","3/30/2017","12:00 p.m.-8:00 p.m."
"Larceny","100 block Griffiths St","Syracuse","Syracuse","3/30/2017","8:00 a.m."
"Larceny","100 block E  Onondaga St","Syracuse","Syracuse","3/30/2017","9:30 a.m.-10:30 a.m."
"Larceny","100 block Bristol Pl","Syracuse","Syracuse","3/30/2017","2:20 p.m."
"Larceny","200 block Basin St","Syracuse","Syracuse","3/30/2017","9:35 a.m.-8:35 p.m."
"Vehicle theft","300 block Green St","Syracuse","Syracuse","3/30/2017","8:44 a.m."
"Burglary","700 block N  Alvord St","Syracuse","Syracuse","3/29/2017","4:48 a.m."
"Burglary","100 block Wadsworth St","Syracuse","Syracuse","3/29/2017","12:48 p.m."
"Burglary","700 block Kirkpatrick St","Syracuse","Syracuse","3/29/2017","2:26 p.m."
"Burglary","500 block Highland St","Syracuse","Syracuse","3/29/2017","4:33 p.m."
"Burglary","100 block Ridgeway Av","Syracuse","Syracuse","3/29/2017","5:01 p.m."
"Burglary","200 block Catherine St","Syracuse","Syracuse","3/29/2017","7:00 a.m.-5:30 p.m."
"Burglary","500 block Seymour St","Syracuse","Syracuse","3/29/2017","10:00 p.m."
"Burglary","800 block Kirkpatrick St","Syracuse","Syracuse","3/29/2017","4:00 a.m."
"Larceny","700 block Lodi St","Syracuse","Syracuse","3/29/2017","10:59 a.m."
"Larceny","100 block Wiman Av","Syracuse","Syracuse","3/29/2017","8:00 p.m.-2:10 p.m."
"Larceny","700 block Winton St","Syracuse","Syracuse","3/29/2017","2:55 p.m."
"Larceny","500 block Burt St","Syracuse","Syracuse","3/29/2017","5:30 a.m.-3:30 p.m."
"Larceny","200 block May Av","Syracuse","Syracuse","3/29/2017","12:00 p.m."
"Larceny","100 block E  Onondaga St","Syracuse","Syracuse","3/29/2017","5:00 p.m.-5:15 p.m."
"Larceny","300 block E  Fayette St","Syracuse","Syracuse","3/29/2017","12:00 p.m.-3:00 p.m."
"Robbery","600 block Comstock Av","Syracuse","Syracuse","3/29/2017","4:30 p.m."
"Robbery","700 block Hickory St","Syracuse","Syracuse","3/29/2017","10:33 p.m."
"Vehicle theft","300 block Ballantyne Rd","Syracuse","Syracuse","3/29/2017","12:00 a.m."
"Aggravated assault","700 block James St","Syracuse","Syracuse","3/28/2017","1:46 a.m."
"Burglary","300 block S  Midler Av","Syracuse","Syracuse","3/28/2017","12:00 p.m.-2:00 p.m."
"Burglary","900 block Hawley Av","Syracuse","Syracuse","3/28/2017","10:00 p.m.-6:00 a.m."
"Burglary","200 block Seneca Dr","Syracuse","Syracuse","3/28/2017","8:56 p.m."
"Burglary","700 block First North St","Syracuse","Syracuse","3/28/2017","9:12 p.m."
"Larceny","500 block Burnet Av","Syracuse","Syracuse","3/28/2017","7:00 a.m."
"Larceny","1700 block Grant Blvd","Syracuse","Syracuse","3/28/2017","2:16 a.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","3/28/2017","12:16 p.m."
"Larceny","100 block Victoria Pl","Syracuse","Syracuse","3/28/2017","1:35 p.m."
"Larceny","700 block First North St","Syracuse","Syracuse","3/28/2017","1:44 p.m."
"Larceny","0 block E  Taylor St","Syracuse","Syracuse","3/28/2017","6:31 p.m."
"Larceny","100 block Culbert St","Syracuse","Syracuse","3/28/2017","11:02 p.m."
"Burglary","100 block Avondale Pl","Syracuse","Syracuse","3/27/2017","4:00 a.m.-7:30 a.m."
"Burglary","100 block Raymond Av","Syracuse","Syracuse","3/27/2017","3:47 p.m."
"Burglary","900 block Spring St","Syracuse","Syracuse","3/27/2017","9:47 p.m."
"Larceny","100 block Headson Dr","Syracuse","Syracuse","3/27/2017","5:40 a.m.-7:05 a.m."
"Larceny","100 block Headson Dr","Syracuse","Syracuse","3/27/2017","5:40 a.m.-7:05 a.m."
"Larceny","2600 block Erie Blvd E","Syracuse","Syracuse","3/27/2017","8:00 a.m.-12:00 p.m."
"Larceny","700 block First North St","Syracuse","Syracuse","3/27/2017","1:39 p.m."
"Larceny","2500 block Erie Blvd E","Syracuse","Syracuse","3/27/2017","11:50 p.m.-12:15 a.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","3/27/2017","3:35 a.m."
"Larceny","2700 block Erie Blvd E","Syracuse","Syracuse","3/27/2017","4:33 p.m."
"Larceny","4100 block S  Salina St","Syracuse","Syracuse","3/27/2017","5:52 p.m."
"Larceny","500 block Jamesville Av","Syracuse","Syracuse","3/27/2017","6:11 p.m."
"Larceny","500 block Solar St","Syracuse","Syracuse","3/27/2017","5:30 a.m.-4:00 p.m."
"Larceny","600 block W  Onondaga St","Syracuse","Syracuse","3/27/2017","7:48 p.m."
"Larceny","1100 block Salt Springs Rd","Syracuse","Syracuse","3/27/2017","12:50 p.m.-3:20 p.m."
"Larceny","700 block Butternut St","Syracuse","Syracuse","3/27/2017","1:00 p.m.-11:00 a.m."
"Larceny","200 block W  Genesee St","Syracuse","Syracuse","3/27/2017","4:00 p.m.-9:00 p.m."
"Larceny","300 block Clairmonte Av","Syracuse","Syracuse","3/27/2017","9:30 a.m.-1:00 p.m."
"Robbery","300 block Prospect Av","Syracuse","Syracuse","3/27/2017","12:16 a.m."
"Robbery","400 block W  Onondaga St","Syracuse","Syracuse","3/27/2017","10:00 a.m.-10:02 a.m."
"Aggravated assault","1000 block N  Townsend St","Syracuse","Syracuse","3/26/2017","5:24 a.m."
"Aggravated assault","400 block Shonnard St","Syracuse","Syracuse","3/26/2017","12:30 a.m.-12:17 p.m."
"Aggravated assault","100 block Roney Ln","Syracuse","Syracuse","3/26/2017","11:10 p.m."
"Aggravated assault","300 block W  Brighton Av","Syracuse","Syracuse","3/26/2017","11:36 p.m."
"Aggravated assault","100 block Steuben St","Syracuse","Syracuse","3/26/2017","11:46 p.m."
"Burglary","1000 block S  Mcbride St","Syracuse","Syracuse","3/26/2017","11:22 a.m."
"Burglary","200 block W  Marcellus St","Syracuse","Syracuse","3/26/2017","10:31 p.m."
"Burglary","600 block Westmoreland Av","Syracuse","Syracuse","3/26/2017","11:34 p.m."
"Burglary","0 block Destiny Usa Dr","Syracuse","Syracuse","3/26/2017","9:30 a.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","3/26/2017","6:49 p.m."
"Larceny","300 block Schuyler St","Syracuse","Syracuse","3/26/2017","7:30 p.m.-9:00 a.m."
"Larceny","100 block Sunset Av","Syracuse","Syracuse","3/26/2017","8:35 a.m."
"Larceny","100 block Strong Av","Syracuse","Syracuse","3/26/2017","12:05 p.m.-11:00 a.m."
"Robbery","500 block Butternut St","Syracuse","Syracuse","3/26/2017","5:30 a.m."
"Aggravated assault","400 block Smith St","Syracuse","Syracuse","3/25/2017","7:57 p.m."
"Aggravated assault","300 block Seymour St","Syracuse","Syracuse","3/25/2017","10:00 a.m.-8:00 a.m."
"Burglary","800 block Kirkpatrick St","Syracuse","Syracuse","3/25/2017","4:15 a.m."
"Burglary","0 block Destiny Usa Dr","Syracuse","Syracuse","3/25/2017","11:15 p.m.-9:30 a.m."
"Burglary","1200 block Butternut St","Syracuse","Syracuse","3/25/2017","6:46 p.m."
"Larceny","400 block Crawford Av","Syracuse","Syracuse","3/25/2017","8:56 a.m."
"Larceny","400 block Richmond Av","Syracuse","Syracuse","3/25/2017","2:58 p.m."
"Larceny","400 block S  Salina St","Syracuse","Syracuse","3/25/2017","5:37 p.m."
"Larceny","700 block Erie Blvd W","Syracuse","Syracuse","3/25/2017","7:54 p.m."
"Larceny","1400 block S  Salina St","Syracuse","Syracuse","3/25/2017","9:00 p.m."
"Larceny","0 block Destiny Usa Dr","Syracuse","Syracuse","3/25/2017","7:38 p.m."
"Larceny","800 block Ackerman Av","Syracuse","Syracuse","3/25/2017","11:00 p.m.-10:00 a.m."
"Larceny","2500 block Erie Blvd E","Syracuse","Syracuse","3/25/2017","11:00 a.m.-11:12 p.m."
"Robbery","1300 block E  Fayette St","Syracuse","Syracuse","3/25/2017","11:40 p.m."
"Vehicle theft","100 block Elk St","Syracuse","Syracuse","3/25/2017","6:30 a.m.-2:00 p.m."
"Aggravated assault","200 block Fillmore Av","Syracuse","Syracuse","3/24/2017","8:32 p.m."
"Burglary","1000 block Highland St","Syracuse","Syracuse","3/24/2017","12:00 p.m.-10:15 a.m."
"Burglary","500 block Northcliffe Rd","Syracuse","Syracuse","3/24/2017","9:30 a.m.-11:43 a.m."
"Burglary","1000 block S  Mcbride St","Syracuse","Syracuse","3/24/2017","8:00 p.m.-11:15 a.m."
"Larceny","100 block Melbourne Av","Syracuse","Syracuse","3/24/2017","12:00 p.m.-3:58 p.m."
"Larceny","1000 block James St","Syracuse","Syracuse","3/24/2017","4:06 p.m."
"Larceny","100 block Nelson St","Syracuse","Syracuse","3/24/2017","8:30 a.m.-12:30 p.m."
"Larceny","400 block S  Ssalina St","Syracuse","Syracuse","3/24/2017","7:30 p.m.-11:17 p.m."
"Larceny","500 block Butternut St","Syracuse","Syracuse","3/24/2017","1:00 p.m."
"Larceny","1400 block S  Salina St","Syracuse","Syracuse","3/24/2017","4:33 p.m.-7:00 p.m."
"Larceny","500 block W  Erie Blvd","Syracuse","Syracuse","3/24/2017","6:17 p.m."
"Larceny","100 block Clarendon St","Syracuse","Syracuse","3/24/2017","1:00 p.m.-1:05 p.m."
"Robbery","700 block Hixson Av","Syracuse","Syracuse","3/24/2017","7:38 p.m."
