"police_call_crime","police_call_address_display","police_call_city","police_call_agency","police_call_date","police_call_time_display"
"Aggravated assault","100 block Ballantyne Rd","Syracuse","Syracuse","11/15/2018","8:50 p.m.-9:07 a.m."
"Aggravated assault","700 block N  Alvord St","Syracuse","Syracuse","11/15/2018","10:04 a.m.-10:00 a.m."
"Arson","100 block E  Washington St","Syracuse","Syracuse","11/15/2018","5:13 a.m."
"Burglary","1100 block W  Onondaga St","Syracuse","Syracuse","11/15/2018","10:54 a.m."
"Larceny","500 block S  State St","Syracuse","Syracuse","11/15/2018","10:52 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/15/2018","6:39 p.m."
"Robbery","1000 block Highland St","Syracuse","Syracuse","11/15/2018","11:51 p.m."
"Vehicle theft","800 block Danforth St","Syracuse","Syracuse","11/15/2018","5:50 p.m.-6:20 p.m."
"Burglary","1900 block South Av","Syracuse","Syracuse","11/14/2018","2:56 a.m."
"Burglary","200 block Hall Av","Syracuse","Syracuse","11/14/2018","3:09 p.m."
"Larceny","300 block Marcellus St","Syracuse","Syracuse","11/14/2018","8:00 p.m.-8:00 a.m."
"Larceny","100 block E  Bissell St","Syracuse","Syracuse","11/14/2018","10:00 a.m."
"Larceny","1600 block Erie Blvd E","Syracuse","Syracuse","11/14/2018","12:56 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/14/2018","1:31 p.m."
"Larceny","1400 block Ivy Ridge Rd","Syracuse","Syracuse","11/14/2018","7:49 p.m."
"Larceny","1200 block Ivy Ridge Rd","Syracuse","Syracuse","11/14/2018","7:20 p.m.-7:50 p.m."
"Larceny","900 block Ivy Ridge Rd","Syracuse","Syracuse","11/14/2018","5:00 p.m.-8:00 p.m."
"Larceny","300 block Ivy Ridge Rd","Syracuse","Syracuse","11/14/2018","4:28 p.m.-7:30 p.m."
"Larceny","100 block Albert Ter","Syracuse","Syracuse","11/14/2018","12:00 a.m."
"Robbery","800 block James St","Syracuse","Syracuse","11/14/2018","2:08 p.m."
"Robbery","1300 block Comstock Av","Syracuse","Syracuse","11/14/2018","6:45 p.m."
"Vehicle theft","1000 block Highland St","Syracuse","Syracuse","11/14/2018","3:41 a.m."
"Vehicle theft","200 block Vann St","Syracuse","Syracuse","11/14/2018","8:50 a.m."
"Aggravated assault","200 block W  Colvin St","Syracuse","Syracuse","11/13/2018","10:34 p.m."
"Burglary","100 block Circle Rd","Syracuse","Syracuse","11/13/2018","5:01 p.m."
"Larceny","400 block Clover Ridge Dr","Syracuse","Syracuse","11/13/2018","10:00 p.m.-5:50 a.m."
"Larceny","1300 block Cumberland Ave","Syracuse","Syracuse","11/13/2018","8:45 a.m."
"Larceny","1600 block Westmoreland Ave","Syracuse","Syracuse","11/13/2018","2:00 p.m.-8:25 a.m."
"Larceny","300 block E  Brighton Ave","Syracuse","Syracuse","11/13/2018","9:10 p.m.-8:00 a.m."
"Larceny","300 block E  Brighton Ave","Syracuse","Syracuse","11/13/2018","9:00 p.m.-8:05 a.m."
"Larceny","300 block Prospect Ave","Syracuse","Syracuse","11/13/2018","4:00 p.m.-7:10 a.m."
"Larceny","3100 block E  Genesee St","Syracuse","Syracuse","11/13/2018","10:30 a.m.-11:00 a.m."
"Vehicle theft","100 block Loehr Av","Syracuse","Syracuse","11/13/2018","8:34 a.m."
"Vehicle theft","100 block Constellation Way  N","Syracuse","Syracuse","11/13/2018","1:47 p.m."
"Vehicle theft","100 block Constellation Way  N","Syracuse","Syracuse","11/13/2018","1:48 p.m."
"Vehicle theft","1800 block E  Fayette St","Syracuse","Syracuse","11/13/2018","7:25 p.m."
"Burglary","200 block Moore Av","Syracuse","Syracuse","11/12/2018","10:03 a.m."
"Burglary","300 block Park St","Syracuse","Syracuse","11/12/2018","10:42 a.m."
"Burglary","100 block Mary St","Syracuse","Syracuse","11/12/2018","4:31 p.m."
"Burglary","100 block Davis St","Syracuse","Syracuse","11/12/2018","3:00 p.m.-7:30 p.m."
"Larceny","100 block Raymond Av","Syracuse","Syracuse","11/12/2018","10:30 p.m.-6:11 a.m."
"Larceny","500 block James St","Syracuse","Syracuse","11/12/2018","1:51 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/12/2018","4:31 p.m."
"Larceny","800 block N  Clinton St","Syracuse","Syracuse","11/12/2018","12:00 a.m.-12:00 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/12/2018","6:56 p.m."
"Larceny","100 block Lincoln Av","Syracuse","Syracuse","11/12/2018","10:19 p.m."
"Vehicle theft","200 block Glenwood Av","Syracuse","Syracuse","11/12/2018","9:42 p.m."
"Aggravated assault","600 block E  Division St","Syracuse","Syracuse","11/11/2018","4:15 a.m.-4:24 a.m."
"Aggravated assault","3500 block Midland Av","Syracuse","Syracuse","11/11/2018","10:58 a.m."
"Aggravated assault","400 block Sunset Av","Syracuse","Syracuse","11/11/2018","7:26 p.m."
"Aggravated assault","400 block Winton St","Syracuse","Syracuse","11/11/2018","10:09 p.m."
"Burglary","100 block Rose Av","Syracuse","Syracuse","11/11/2018","8:00 p.m.-4:38 a.m."
"Burglary","600 block Walnut Av","Syracuse","Syracuse","11/11/2018","10:51 a.m."
"Burglary","300 block Hawley Av","Syracuse","Syracuse","11/11/2018","7:57 p.m."
"Burglary","900 block N  Clinton St","Syracuse","Syracuse","11/11/2018","12:53 a.m.-12:54 a.m."
"Burglary","500 block Beattie St","Syracuse","Syracuse","11/11/2018","3:00 p.m.-9:30 a.m."
"Larceny","2000 block E  Genesee St","Syracuse","Syracuse","11/11/2018","11:00 p.m.-8:00 a.m."
"Larceny","400 block S  Clinton St","Syracuse","Syracuse","11/11/2018","8:00 p.m.-11:00 a.m."
"Larceny","100 block N  Midler Av","Syracuse","Syracuse","11/11/2018","6:58 p.m."
"Larceny","100 block Hier Av","Syracuse","Syracuse","11/11/2018","10:01 p.m."
"Larceny","800 block Livingston Ave","Syracuse","Syracuse","11/11/2018","12:30 p.m.-10:00 a.m."
"Larceny","300 block N  Clinton St","Syracuse","Syracuse","11/11/2018","4:50 p.m.-11:45 a.m."
"Aggravated assault","100 block Wiman Av","Syracuse","Syracuse","11/10/2018","7:53 p.m."
"Larceny","900 block James St","Syracuse","Syracuse","11/10/2018","9:22 a.m."
"Larceny","100 block Eldorado St","Syracuse","Syracuse","11/10/2018","8:00 p.m.-10:00 a.m."
"Larceny","200 block Harrison St","Syracuse","Syracuse","11/10/2018","12:00 p.m.-2:00 p.m."
"Larceny","3600 block Midland Av","Syracuse","Syracuse","11/10/2018","9:00 a.m.-1:30 p.m."
"Larceny","500 block W  Genesee St","Syracuse","Syracuse","11/10/2018","12:00 a.m.-12:00 p.m."
"Larceny","200 block Pleasantview Ave","Syracuse","Syracuse","11/10/2018","2:00 a.m.-9:00 a.m."
"Larceny","300 block Wilson St","Syracuse","Syracuse","11/10/2018","1:25 a.m."
"Larceny","700 block Comstock Ave","Syracuse","Syracuse","11/10/2018","5:00 a.m.-5:10 a.m."
"Robbery","300 block S  Salina St","Syracuse","Syracuse","11/10/2018","6:00 a.m."
"Robbery","500 block Hiawatha Blvd","Syracuse","Syracuse","11/10/2018","6:30 a.m."
"Vehicle theft","1900 block Caleb Av","Syracuse","Syracuse","11/10/2018","1:00 a.m.-6:00 a.m."
"Vehicle theft","1500 block Bellevue Av","Syracuse","Syracuse","11/10/2018","6:59 p.m."
"Aggravated assault","500 block Bellevue Av","Syracuse","Syracuse","11/9/2018","12:29 a.m."
"Aggravated assault","200 block Ashworth Pl","Syracuse","Syracuse","11/9/2018","3:22 p.m."
"Aggravated assault","100 block Berger Av","Syracuse","Syracuse","11/9/2018","10:00 p.m."
"Burglary","100 block John St","Syracuse","Syracuse","11/9/2018","12:30 a.m.-6:00 a.m."
"Burglary","500 block E  Fayette St","Syracuse","Syracuse","11/9/2018","9:00 a.m.-10:30 a.m."
"Burglary","1100 block E  Fayette St","Syracuse","Syracuse","11/9/2018","6:00 a.m.-11:45 a.m."
"Burglary","1700 block Onondaga St","Syracuse","Syracuse","11/9/2018","12:00 p.m."
"Larceny","100 block Latimer Ter","Syracuse","Syracuse","11/9/2018","1:24 a.m."
"Larceny","100 block Shotwell Pk","Syracuse","Syracuse","11/9/2018","10:30 p.m.-7:50 a.m."
"Larceny","300 block Putnam St","Syracuse","Syracuse","11/9/2018","11:05 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/9/2018","10:09 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/9/2018","11:58 p.m."
"Larceny","200 block Shotwell Park","Syracuse","Syracuse","11/9/2018","1:20 p.m."
"Larceny","200 block Shotwell Pk","Syracuse","Syracuse","11/9/2018","12:01 p.m.-8:05 a.m."
"Larceny","300 block Van Buren St","Syracuse","Syracuse","11/9/2018","6:00 p.m.-9:00 p.m."
"Larceny","300 block W  Washington St","Syracuse","Syracuse","11/9/2018","7:45 a.m.-5:10 p.m."
"Vehicle theft","700 block E  Division St","Syracuse","Syracuse","11/9/2018","1:33 a.m."
"Vehicle theft","2300 block James St","Syracuse","Syracuse","11/9/2018","5:00 p.m."
"Vehicle theft","100 block Nelson St","Syracuse","Syracuse","11/9/2018","3:00 a.m.-9:00 a.m."
"Aggravated assault","200 block Magnolia St","Syracuse","Syracuse","11/8/2018","4:42 p.m.-4:39 p.m."
"Larceny","200 block Monticello Dr   N","Syracuse","Syracuse","11/8/2018","4:30 p.m.-6:30 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/8/2018","11:55 a.m.-12:05 p.m."
"Larceny","400 block W  Onondaga St","Syracuse","Syracuse","11/8/2018","5:40 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/8/2018","8:00 p.m."
"Larceny","2500 block Burnet Av","Syracuse","Syracuse","11/8/2018","1:00 p.m.-4:00 p.m."
"Larceny","1200 block Madison St","Syracuse","Syracuse","11/8/2018","8:23 a.m.-8:24 a.m."
"Larceny","700 block Oak St","Syracuse","Syracuse","11/8/2018","4:25 p.m."
"Larceny","100 block Dewitt St","Syracuse","Syracuse","11/8/2018","11:45 a.m.-11:55 a.m."
"Larceny","800 block South Ave","Syracuse","Syracuse","11/8/2018","7:00 p.m.-9:45 p.m."
"Larceny","100 block Clover Ridge Dr","Syracuse","Syracuse","11/8/2018","8:05 p.m.-8:05 a.m."
"Larceny","300 block Ostrom Ave","Syracuse","Syracuse","11/8/2018","11:00 p.m.-4:00 p.m."
"Robbery","1 block Destiny Usa Dr","Syracuse","Syracuse","11/8/2018","10:50 p.m."
"Aggravated assault","300 block Mildred Av","Syracuse","Syracuse","11/7/2018","6:04 a.m."
"Aggravated assault","1000 block Spring St","Syracuse","Syracuse","11/7/2018","11:29 a.m."
"Aggravated assault","2800 block S  Salina St","Syracuse","Syracuse","11/7/2018","12:25 p.m."
"Burglary","500 block Prospect Av","Syracuse","Syracuse","11/7/2018","1:30 a.m.-9:30 a.m."
"Burglary","200 block Ash St","Syracuse","Syracuse","11/7/2018","10:00 p.m.-9:30 a.m."
"Larceny","500 block Butternut St","Syracuse","Syracuse","11/7/2018","7:10 a.m."
"Larceny","200 block Lafayette Rd","Syracuse","Syracuse","11/7/2018","9:00 p.m.-10:00 a.m."
"Larceny","100 block Berkeley Dr","Syracuse","Syracuse","11/7/2018","1:15 p.m."
"Larceny","700 block First North St","Syracuse","Syracuse","11/7/2018","3:35 p.m."
"Larceny","1000 block Wadsworth St","Syracuse","Syracuse","11/7/2018","1:00 p.m."
"Larceny","100 block Comstock Ave","Syracuse","Syracuse","11/7/2018","5:23 a.m.-7:50 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/7/2018","4:44 p.m.-5:30 p.m."
"Larceny","1100 block S  State St","Syracuse","Syracuse","11/7/2018","6:30 p.m.-9:30 p.m."
"Robbery","700 block James St","Syracuse","Syracuse","11/7/2018","12:47 p.m."
"Robbery","100 block Gertrude St","Syracuse","Syracuse","11/7/2018","7:33 p.m."
"Robbery","4700 block S  Salina St","Syracuse","Syracuse","11/7/2018","7:50 p.m.-7:54 p.m."
"Robbery","600 block E  Division St","Syracuse","Syracuse","11/7/2018","11:21 p.m."
"Vehicle theft","1000 block E  Division St","Syracuse","Syracuse","11/7/2018","12:38 a.m."
"Vehicle theft","400 block Hoefler St","Syracuse","Syracuse","11/7/2018","12:04 p.m.-11:30 a.m."
"Vehicle theft","400 block Stolp Av","Syracuse","Syracuse","11/7/2018","7:31 p.m."
"Arson","300 block Cannon St","Syracuse","Syracuse","11/6/2018","9:40 p.m."
"Burglary","500 block W  Brighton Av","Syracuse","Syracuse","11/6/2018","11:10 a.m."
"Burglary","100 block Elmhurst Av","Syracuse","Syracuse","11/6/2018","11:49 p.m."
"Larceny","1200 block Almond St","Syracuse","Syracuse","11/6/2018","10:40 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/6/2018","12:00 p.m.-7:00 p.m."
"Larceny","300 block Carbon St","Syracuse","Syracuse","11/6/2018","4:05 a.m.-4:10 a.m."
"Larceny","600 block Otisco St","Syracuse","Syracuse","11/6/2018","12:00 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/6/2018","1:30 p.m.-3:15 p.m."
"Robbery","200 block W  Brighton Av","Syracuse","Syracuse","11/6/2018","11:58 a.m."
"Vehicle theft","1000 block E  Division St","Syracuse","Syracuse","11/6/2018","1:26 a.m."
"Vehicle theft","100 block Lea Ln","Syracuse","Syracuse","11/6/2018","3:18 a.m."
"Vehicle theft","200 block Markland Av","Syracuse","Syracuse","11/6/2018","7:30 a.m."
"Vehicle theft","3300 block S  Salina St","Syracuse","Syracuse","11/6/2018","2:00 p.m.-8:43 a.m."
"Vehicle theft","1000 block Col Eileen Collins Blvd","Syracuse","Syracuse","11/6/2018","11:23 a.m."
"Vehicle theft","200 block Dudley St","Syracuse","Syracuse","11/6/2018","10:00 a.m.-12:00 p.m."
"Aggravated assault","200 block W  Brighton Av","Syracuse","Syracuse","11/5/2018","6:17 p.m."
"Aggravated assault","100 block Lexington Av","Syracuse","Syracuse","11/5/2018","6:20 p.m.-7:47 p.m."
"Burglary","200 block W  Seneca Tpke","Syracuse","Syracuse","11/5/2018","2:00 p.m.-7:30 a.m."
"Burglary","900 block N  Salina St","Syracuse","Syracuse","11/5/2018","11:45 a.m."
"Burglary","200 block Hillsdale Av","Syracuse","Syracuse","11/5/2018","3:27 p.m."
"Larceny","400 block James St","Syracuse","Syracuse","11/5/2018","6:30 a.m."
"Larceny","2500 block Erie Blvd E","Syracuse","Syracuse","11/5/2018","8:47 a.m."
"Larceny","100 block Mount Olympus Dr","Syracuse","Syracuse","11/5/2018","9:55 p.m.-1:30 a.m."
"Larceny","4700 block Onondaga Blvd","Syracuse","Syracuse","11/5/2018","3:22 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/5/2018","5:15 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/5/2018","5:56 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/5/2018","6:41 p.m."
"Larceny","1200 block N  State St","Syracuse","Syracuse","11/5/2018","8:39 p.m."
"Larceny","300 block W  Beard Av","Syracuse","Syracuse","11/5/2018","8:58 p.m."
"Larceny","300 block W  Kennedy St","Syracuse","Syracuse","11/5/2018","3:00 p.m."
"Larceny","100 block Martin St","Syracuse","Syracuse","11/5/2018","11:04 p.m.-11:05 a.m."
"Larceny","2100 block E  Genesee St","Syracuse","Syracuse","11/5/2018","12:38 p.m.-3:30 p.m."
"Robbery","600 block Cannon St","Syracuse","Syracuse","11/5/2018","6:14 p.m."
"Vehicle theft","700 block Erie Blvd E","Syracuse","Syracuse","11/5/2018","9:18 a.m."
"Vehicle theft","500 block University Pl","Syracuse","Syracuse","11/5/2018","3:23 p.m."
"Vehicle theft","200 block Euclid Av","Syracuse","Syracuse","11/5/2018","7:53 p.m."
"Vehicle theft","0 block Centennial Dr","Syracuse","Syracuse","11/5/2018","10:14 p.m."
"Aggravated assault","200 block Van Rensselaer St","Syracuse","Syracuse","11/4/2018","10:32 a.m."
"Arson","300 block Marguerite Av","Syracuse","Syracuse","11/4/2018","11:09 p.m."
"Burglary","100 block W  Ostrander Av","Syracuse","Syracuse","11/4/2018","5:00 a.m.-8:30 p.m."
"Larceny","100 block Martin Luther King      E","Syracuse","Syracuse","11/4/2018","10:18 a.m."
"Larceny","700 block E  Laurel St","Syracuse","Syracuse","11/4/2018","10:00 p.m.-10:00 a.m."
"Larceny","200 block Clarendon St","Syracuse","Syracuse","11/4/2018","12:40 p.m."
"Larceny","100 block Enfield Pl","Syracuse","Syracuse","11/4/2018","10:10 p.m.-5:10 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/4/2018","11:00 a.m.-11:20 a.m."
"Larceny","100 block Ramsey Ave","Syracuse","Syracuse","11/4/2018","12:05 p.m.-9:05 a.m."
"Robbery","1200 block Spring St","Syracuse","Syracuse","11/4/2018","12:40 a.m."
"Robbery","1200 block Almond St","Syracuse","Syracuse","11/4/2018","6:24 p.m."
"Robbery","700 block E  Adams St","Syracuse","Syracuse","11/4/2018","8:39 p.m."
"Robbery","400 block Thayer St","Syracuse","Syracuse","11/4/2018","4:00 p.m."
"Vehicle theft","1000 block W  Belden Av","Syracuse","Syracuse","11/4/2018","5:45 p.m.-8:00 a.m."
"Vehicle theft","600 block Park St","Syracuse","Syracuse","11/4/2018","5:17 p.m.-5:24 p.m."
"Vehicle theft","1000 block S  Salina St","Syracuse","Syracuse","11/4/2018","8:31 p.m."
"Arson","500 block Pearl St","Syracuse","Syracuse","11/3/2018","7:00 p.m.-7:30 p.m."
"Burglary","100 block Kenwood Av","Syracuse","Syracuse","11/3/2018","1:00 p.m."
"Larceny","700 block Wolf St","Syracuse","Syracuse","11/3/2018","2:15 p.m."
"Larceny","4700 block Onondaga Blvd","Syracuse","Syracuse","11/3/2018","3:32 p.m."
"Larceny","4700 block Onondaga Blvd","Syracuse","Syracuse","11/3/2018","4:15 p.m."
"Larceny","800 block Route 13","Syracuse","Syracuse","11/3/2018","8:14 p.m."
"Larceny","100 block Maplehurst Av","Syracuse","Syracuse","11/3/2018","5:00 a.m.-9:30 a.m."
"Larceny","100 block Granger St","Syracuse","Syracuse","11/3/2018","11:55 p.m."
"Larceny","200 block Lockwood Rd","Syracuse","Syracuse","11/3/2018","1:47 a.m.-1:55 a.m."
"Larceny","800 block James St","Syracuse","Syracuse","11/3/2018","12:30 p.m.-8:50 a.m."
"Larceny","600 block Walnut St","Syracuse","Syracuse","11/3/2018","6:34 a.m."
"Robbery","500 block Butternut St","Syracuse","Syracuse","11/3/2018","1:00 p.m.-1:13 p.m."
"Robbery","300 block Ash St","Syracuse","Syracuse","11/3/2018","1:25 p.m.-1:35 p.m."
"Vehicle theft","100 block Comstock Av","Syracuse","Syracuse","11/3/2018","6:00 p.m."
"Aggravated assault","500 block Otisco St","Syracuse","Syracuse","11/2/2018","5:00 p.m."
"Burglary","700 block James St","Syracuse","Syracuse","11/2/2018","11:00 a.m.-3:14 p.m."
"Larceny","700 block James St","Syracuse","Syracuse","11/2/2018","1:03 p.m.-1:16 p.m."
"Larceny","300 block W  Washington St","Syracuse","Syracuse","11/2/2018","7:30 a.m.-3:30 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/2/2018","6:06 p.m."
"Larceny","1300 block Lancaster Ave","Syracuse","Syracuse","11/2/2018","7:00 p.m.-6:00 a.m."
"Larceny","100 block Herald Pl","Syracuse","Syracuse","11/2/2018","8:00 p.m.-11:00 p.m."
"Robbery","700 block Pond St","Syracuse","Syracuse","11/2/2018","4:00 a.m."
"Robbery","200 block S  Franklin St","Syracuse","Syracuse","11/2/2018","12:45 p.m."
"Robbery","700 block E  Adams St","Syracuse","Syracuse","11/2/2018","5:25 p.m."
"Robbery","100 block Pond St","Syracuse","Syracuse","11/2/2018","7:00 p.m.-7:26 p.m."
"Robbery","0 block Unknown","Syracuse","Syracuse","11/2/2018","1:00 p.m."
"Vehicle theft","1000 block Lancaster Av","Syracuse","Syracuse","11/2/2018","1:30 a.m.-7:00 a.m."
"Vehicle theft","100 block Duane St","Syracuse","Syracuse","11/2/2018","8:24 a.m.-8:25 a.m."
"Vehicle theft","100 block Melbourne Av","Syracuse","Syracuse","11/2/2018","1:00 p.m."
"Aggravated assault","100 block Albert Ter","Syracuse","Syracuse","11/1/2018","12:12 a.m."
"Aggravated assault","200 block Village Dr","Syracuse","Syracuse","11/1/2018","3:50 p.m.-3:58 p.m."
"Aggravated assault","300 block Bruce St","Syracuse","Syracuse","11/1/2018","6:25 p.m."
"Burglary","1800 block E  Fayette St","Syracuse","Syracuse","11/1/2018","1:24 a.m."
"Burglary","100 block Dewitt St","Syracuse","Syracuse","11/1/2018","7:00 p.m.-8:15 a.m."
"Burglary","500 block Delaware St","Syracuse","Syracuse","11/1/2018","4:55 p.m."
"Burglary","200 block Bellevue Av","Syracuse","Syracuse","11/1/2018","10:27 p.m."
"Larceny","200 block Thurber St","Syracuse","Syracuse","11/1/2018","10:17 a.m."
"Larceny","200 block W  Kennedy St","Syracuse","Syracuse","11/1/2018","11:21 a.m."
"Larceny","2500 block Erie Blvd E","Syracuse","Syracuse","11/1/2018","11:31 a.m."
"Larceny","500 block Wendell Ter","Syracuse","Syracuse","11/1/2018","12:33 p.m."
"Larceny","600 block Robinson St","Syracuse","Syracuse","11/1/2018","5:10 p.m."
"Larceny","4700 block Onondaga Blvd","Syracuse","Syracuse","11/1/2018","6:20 p.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","11/1/2018","7:38 p.m."
"Larceny","200 block Putnam St","Syracuse","Syracuse","11/1/2018","9:41 p.m."
"Larceny","100 block S  Salina St","Syracuse","Syracuse","11/1/2018","3:30 p.m."
"Robbery","300 block N  Salina St","Syracuse","Syracuse","11/1/2018","1:00 p.m.-1:30 p.m."
"Robbery","600 block Ballantyne Rd","Syracuse","Syracuse","11/1/2018","7:58 p.m."
"Robbery","800 block Teall Av","Syracuse","Syracuse","11/1/2018","8:39 p.m."
"Robbery","1400 block Butternut St","Syracuse","Syracuse","11/1/2018","10:21 p.m."
"Robbery","1000 block Butternut St","Syracuse","Syracuse","11/1/2018","11:11 p.m."
"Vehicle theft","2000 block Park St","Syracuse","Syracuse","11/1/2018","4:57 p.m."
"Aggravated assault","700 block Butternut St","Syracuse","Syracuse","10/31/2018","11:47 a.m."
"Burglary","100 block Lakeview Av","Syracuse","Syracuse","10/31/2018","1:40 a.m."
"Burglary","200 block Crippen Av","Syracuse","Syracuse","10/31/2018","2:00 a.m.-3:00 a.m."
"Burglary","100 block Glenwood Av","Syracuse","Syracuse","10/31/2018","11:00 p.m.-9:00 a.m."
"Burglary","2100 block S  Geddes St","Syracuse","Syracuse","10/31/2018","10:05 p.m."
"Burglary","300 block Vine St","Syracuse","Syracuse","10/31/2018","12:00 p.m.-8:00 p.m."
"Larceny","1200 block S  State St","Syracuse","Syracuse","10/31/2018","1:07 a.m."
"Larceny","100 block N  Beech St","Syracuse","Syracuse","10/31/2018","8:29 a.m."
"Larceny","200 block Merrill St","Syracuse","Syracuse","10/31/2018","8:00 a.m.-8:41 a.m."
"Larceny","1000 block Spring St","Syracuse","Syracuse","10/31/2018","9:48 a.m."
"Larceny","1 block Destiny Usa Dr","Syracuse","Syracuse","10/31/2018","10:09 a.m."
"Larceny","100 block W  Brighton Av","Syracuse","Syracuse","10/31/2018","12:05 p.m."
"Larceny","100 block Hood Av","Syracuse","Syracuse","10/31/2018","10:00 a.m.-2:48 p.m."
"Larceny","1000 block S  Salina St","Syracuse","Syracuse","10/31/2018","3:51 p.m."
"Larceny","100 block Dickerson St","Syracuse","Syracuse","10/31/2018","10:12 p.m."
"Larceny","300 block Farmer St","Syracuse","Syracuse","10/31/2018","7:00 p.m.-7:30 p.m."
"Larceny","500 block James St","Syracuse","Syracuse","10/31/2018","12:03 p.m.-11:02 p.m."
"Robbery","200 block Apple St","Syracuse","Syracuse","10/31/2018","1:25 p.m."
"Robbery","2500 block James St","Syracuse","Syracuse","10/31/2018","2:58 p.m."
"Robbery","4600 block S  Salina St","Syracuse","Syracuse","10/31/2018","8:07 p.m."
"Vehicle theft","200 block Whittier Av","Syracuse","Syracuse","10/31/2018","1:39 a.m."
"Vehicle theft","300 block Fobes Av","Syracuse","Syracuse","10/31/2018","12:35 a.m."
"Vehicle theft","0 block Crawford Av","Syracuse","Syracuse","10/31/2018","7:34 a.m."
"Vehicle theft","1300 block Butternut St","Syracuse","Syracuse","10/31/2018","1:35 p.m."
"Vehicle theft","300 block Union Pl","Syracuse","Syracuse","10/31/2018","9:00 a.m.-5:30 p.m."
"Aggravated assault","200 block Marguerite Av","Syracuse","Syracuse","10/30/2018","8:05 p.m."
"Burglary","100 block Melrose Av","Syracuse","Syracuse","10/30/2018","3:14 a.m."
"Burglary","2700 block E  Fayette St","Syracuse","Syracuse","10/30/2018","6:30 a.m.-7:30 a.m."
"Burglary","100 block Delaware St","Syracuse","Syracuse","10/30/2018","6:30 p.m.-8:15 a.m."
"Burglary","500 block W  Brighton Av","Syracuse","Syracuse","10/30/2018","12:28 p.m."
"Burglary","400 block Oak St","Syracuse","Syracuse","10/30/2018","3:02 p.m."
"Burglary","200 block Marcellus St","Syracuse","Syracuse","10/30/2018","6:53 p.m."
"Burglary","100 block Strand Pl","Syracuse","Syracuse","10/30/2018","9:00 a.m.-11:00 a.m."
"Burglary","400 block Oak St","Syracuse","Syracuse","10/30/2018","11:00 a.m.-1:45 p.m."
"Larceny","400 block Euclid Av","Syracuse","Syracuse","10/30/2018","1:39 a.m."
"Larceny","300 block Cadwell St","Syracuse","Syracuse","10/30/2018","8:31 a.m.-8:34 a.m."
"Larceny","400 block Broad St","Syracuse","Syracuse","10/30/2018","9:12 a.m."
"Larceny","200 block Midland Av","Syracuse","Syracuse","10/30/2018","12:00 a.m.-11:05 a.m."
"Larceny","200 block Roosevelt Av","Syracuse","Syracuse","10/30/2018","11:30 p.m.-7:00 a.m."
"Larceny","200 block Scottholm Blvd","Syracuse","Syracuse","10/30/2018","12:26 p.m."
"Larceny","200 block Buckingham Av","Syracuse","Syracuse","10/30/2018","7:00 p.m.-7:00 a.m."
"Larceny","2500 block Erie Blvd E","Syracuse","Syracuse","10/30/2018","5:13 p.m."
"Larceny","2500 block Erie Blvd E","Syracuse","Syracuse","10/30/2018","6:32 p.m."
"Larceny","6400 block Randall Rd","Syracuse","Syracuse","10/30/2018","8:05 p.m."
"Larceny","400 block Village Dr","Syracuse","Syracuse","10/30/2018","12:20 p.m.-12:30 p.m."
"Larceny","700 block Stinard Ave","Syracuse","Syracuse","10/30/2018","9:00 p.m.-7:30 a.m."
"Larceny","900 block Ackerman Ave","Syracuse","Syracuse","10/30/2018","9:05 p.m."
"Larceny","300 block Village Dr","Syracuse","Syracuse","10/30/2018","9:30 a.m.-1:00 p.m."
"Robbery","400 block Gifford St","Syracuse","Syracuse","10/30/2018","7:13 p.m."
"Robbery","400 block Wolf St","Syracuse","Syracuse","10/30/2018","7:24 p.m."
"Robbery","1 block Destiny Usa Dr","Syracuse","Syracuse","10/30/2018","8:20 p.m."
"Vehicle theft","100 block Forest Hill Dr","Syracuse","Syracuse","10/30/2018","3:40 a.m."
"Vehicle theft","700 block S  Crouse Av","Syracuse","Syracuse","10/30/2018","3:30 p.m."
"Vehicle theft","700 block Allen St","Syracuse","Syracuse","10/30/2018","5:55 p.m."
"Aggravated assault","700 block Park St","Syracuse","Syracuse","10/29/2018","2:14 p.m."
